,codigo,bairro,valor,condominio+iptu,area,banheiros,suites,garagem,portao eletronico,DCE,salas,total de uni.,varanda,piscinas,posicao,descricao da vaga,unidade por andar,sol da manha,playground,circuito de tv,quadra de esporte,jardins,elevador,academia,hall social,sauna,salao de festas,quartos,portaria permanente
337,536523,praia do canto,380000.0,800.0,120.0,1.0,1.0,1.0,1,0,1,0,1,0, Fundo, livre e coberta ,0,0,0,0,0,0,1,0,0,0,1,3,0
543,103988,santa terezinha,490000.0,412.0,76.0,2.0,1.0,2.0,1,0,1,32,1,1, Frente, privativas / cobertas ,4,0,0,0,0,0,1,0,1,1,1,3,0
1397,544744,praia da costa,450000.0,380.0,120.0,1.0,1.0,2.0,0,0,1,0,1,0, Lateral, ,0,0,0,0,0,1,1,0,1,1,1,3,1
830,156314,jardim camburi,795000.0,782.67,113.0,1.0,2.0,2.0,1,0,1,0,2,1, Frente, privativa / solidaria ,0,1,0,0,0,1,1,0,1,1,1,4,0
1267,639086,coqueiral de itaparica,165000.0,454.79,47.0,1.0,,1.0,1,0,1,8,0,0, Frente, coletiva e descoberta ,2,0,1,1,1,1,0,1,0,0,1,2,1
296,338905,jardim camburi,360000.0,440.68,81.0,2.0,1.0,1.0,0,0,1,60,1,0, Frente, privativa descoberta ,6,0,1,1,0,1,1,0,1,0,1,3,0
1453,605684,itapuã,695000.0,727.19,158.54,1.0,1.0,2.0,1,0,1,36,1,1, Frente, privativa ,3,1,0,1,0,1,1,0,1,1,1,3,1
744,643338,bento ferreira,680000.0,544.18,100.0,1.0,1.0,2.0,1,0,1,36,2,1, Frente, solidárias ,4,0,1,0,0,1,1,0,1,1,1,3,0
522,610433,santa luíza,480000.0,550.0,90.0,2.0,1.0,1.0,1,0,1,204,2,1, Frente," privativa, solta e descoberta ",6,1,1,1,1,1,1,1,1,1,1,2,1
1434,530790,praia da costa,600000.0,433.0,135.0,3.0,1.0,2.0,1,1,1,0,1,0, Frente, uma livre e a outra solidária no g2 em frente porta vermelha ,5,0,1,1,0,1,1,0,1,0,1,3,1
722,637843,jardim camburi,650000.0,464.19,85.0,2.0,1.0,2.0,1,0,1,288,1,1, Fundo," 01 coberta, privativa e livre e 01 coberta, privativa e presa, nº 29 - 29 a ",8,0,1,1,1,1,1,1,1,1,1,3,1
1506,614893,itapuã,1050000.0,1650.0,150.0,1.0,2.0,3.0,0,1,1,48,1,1, Frente," cobertas, 01 livre e 02 solidárias, g3 ",4,1,1,1,0,1,1,0,1,1,0,4,1
584,647448,jardim camburi,530000.0,409.37,80.0,1.0,1.0,1.0,1,0,1,108,1,1, Frente, privativa ,6,0,1,1,1,1,1,1,1,1,1,3,1
175,502359,praia de santa helena,296000.0,1151.03,135.31,3.0,1.0,1.0,0,1,1,16,2,0, Frente, livre e coberta ,2,0,0,0,0,0,1,0,1,1,1,3,0
87,180226,jardim camburi,255000.0,281.0,56.0,1.0,,1.0,1,0,1,48,1,0, Frente," privativa, livre ",6,0,1,0,0,1,1,0,1,0,0,2,1
480,634088,praia do canto,450000.0,1255.09,84.75,1.0,1.0,1.0,1,0,1,16,1,0, Frente, privativa e coberta ,2,1,0,1,0,0,1,0,0,0,1,2,1
733,395628,jardim camburi,670000.0,752.45,124.0,3.0,1.0,2.0,0,0,1,28,2,0, Lateral, cobertas e solidárias ,4,0,0,0,0,0,1,0,0,0,0,2,0
1322,646530,itapuã,300000.0,950.0,90.0,1.0,1.0,1.0,0,0,1,32,1,0, Frente, privativa e coberta nº 23 ,4,0,0,0,0,0,1,0,0,0,1,3,0
1457,518331,praia de itaparica,700000.0,1620.96,100.0,3.0,1.0,2.0,1,1,1,128,2,0, Lateral, privativa e coberta ,8,0,1,1,1,1,1,1,1,1,1,3,1
1500,659041,praia da costa,950000.0,850.0,192.27,1.0,2.0,2.0,1,0,1,24,1,0, Frente, privativa coberta ,4,0,0,1,0,1,1,0,1,1,1,3,1
84,662224,enseada do suá,250000.0,395.0,47.0,1.0,,1.0,1,0,1,68,1,0, Lateral," privativa, livre, coberta ",4,0,0,1,0,1,1,0,1,0,0,1,0
285,629777,santa terezinha,354000.0,488.14,72.0,2.0,1.0,1.0,1,0,1,36,1,0, Frente, 1 vaga solta ,4,0,0,0,0,1,1,0,1,0,1,3,0
336,129416,jardim camburi,380000.0,56.0,70.0,2.0,1.0,1.0,1,0,1,54,1,1, Frente, privativa e coberta ,6,0,1,1,0,1,1,0,1,1,1,2,1
1264,626972,coqueiral de itaparica,155000.0,281.0,53.0,1.0,,1.0,1,0,1,8,0,0, Frente, rotativa ,2,1,1,1,1,1,0,0,0,0,1,2,1
312,440846,centro,368000.0,912.26,170.18,2.0,0.0,1.0,1,1,1,20,1,0, Frente, coberta ,2,0,0,1,0,1,1,0,1,0,0,3,1
1015,494826,mata da praia,1700000.0,0.0,356.0,5.0,3.0,2.0,1,1,3,9,2,1, Frente, privativas ,3,1,0,1,1,1,1,0,1,1,1,5,1
1425,649069,praia da costa,559000.0,0.0,96.73,1.0,1.0,1.0,1,1,1,64,1,1, Frente, privativa e descoberta ,4,0,1,1,0,1,1,1,1,1,1,3,1
1021,646765,jardim da penha,1780000.0,750.0,232.0,1.0,4.0,4.0,1,1,2,5,2,0, Frente, privativas e cobertas ,1,0,0,1,0,1,0,0,1,0,1,4,1
1049,620388,praia do canto,2500000.0,2421.31,370.0,2.0,2.0,3.0,1,1,1,28,2,1, Frente," privativas, 1 solidária, 2 livres e cobertas. ",2,1,1,1,0,1,1,0,1,1,1,4,1
1008,658601,praia do canto,1600000.0,1700.0,200.0,4.0,4.0,3.0,1,0,1,11,1,1, Frente, cobertas e privativas ,1,0,1,0,0,1,1,0,1,0,0,4,1
395,653115,praia do canto,402167.0,2.0,60.0,2.0,2.0,2.0,0,0,1,24,0,1, Lateral, sorteio - a definir ,6,0,0,0,0,0,1,0,1,1,0,2,0
356,657556,jardim da penha,385000.0,440.0,98.0,2.0,1.0,1.0,1,1,1,12,1,0, Fundo, privativa e coberta  ,3,0,0,0,0,1,0,0,0,0,0,3,0
777,657498,jardim da penha,700000.0,542.0,128.5,3.0,1.0,1.0,0,1,1,10,2,0, Frente, vaga solta ,3,0,0,1,0,0,1,0,1,0,1,3,0
241,618384,jardim camburi,330000.0,266.77,65.0,2.0,1.0,1.0,1,0,1,42,2,0, Lateral," descoberta, privativa e livre ",6,0,0,1,0,0,1,0,0,0,0,2,0
1054,521788,praia do canto,2900000.0,0.0,332.0,6.0,4.0,3.0,1,1,2,12,1,1, Frente," privativas, soltas e cobertas ",1,1,1,1,0,1,1,0,1,1,1,4,1
1211,509853,jacaraípe,221000.0,327.0,95.0,1.0,1.0,1.0,1,0,1,16,1,0, Frente, privativa ,4,0,0,0,0,0,0,0,0,0,0,3,0
65,575968,maruípe,245000.0,172.5,89.0,1.0,1.0,0.0,1,1,1,6,0,0, Frente, ,2,1,0,0,0,0,0,0,1,0,0,2,0
1115,608118,jardim limoeiro,130000.0,143.08,51.47,1.0,1.0,1.0,1,0,1,50,1,0, Fundo, privativa descoberta ,10,1,0,0,0,1,0,0,0,0,0,2,1
1363,637200,itapuã,360000.0,507.94,84.0,2.0,1.0,1.0,1,0,1,60,1,1, Frente," privativa, coberta e livre ",6,0,0,1,0,1,1,0,1,0,1,2,1
1146,664880,são diogo ii,149000.0,213.0,52.0,1.0,1.0,1.0,0,0,1,300,0,0, Frente, descoberta e livre ,10,1,0,1,1,0,0,0,0,0,1,2,0
1387,655449,praia da costa,415000.0,432.64,79.0,2.0,1.0,1.0,1,0,1,78,1,0, Lateral, livre e coberta ,6,1,0,1,0,0,1,1,1,1,1,2,1
453,138828,santa terezinha,440000.0,340.0,72.0,2.0,1.0,2.0,1,0,1,40,1,1, Frente, privativas / cobertas ,4,1,0,1,0,1,1,0,1,1,1,3,0
1134,651633,rosário de fátima,140000.0,260.41,51.0,2.0,1.0,1.0,1,0,1,125,0,1, Frente," privativa, em estacionamento ",5,0,0,1,0,1,0,0,1,0,1,2,1
692,482033,jardim da penha,630000.0,694.0,120.0,1.0,1.0,1.0,1,1,1,10,1,0, Frente, privativa ,2,1,0,0,0,1,1,0,1,0,1,3,0
854,402148,praia do canto,850000.0,1370.0,150.0,3.0,2.0,2.0,1,1,1,24,1,1, Frente, privativas  e cobertas ,2,1,1,1,0,1,1,0,1,0,1,4,1
605,452214,bento ferreira,550000.0,650.0,122.22,1.0,1.0,1.0,1,1,2,20,1,0, Frente, privativa ,2,1,0,0,0,0,1,0,1,0,1,3,0
823,557158,jardim da penha,790000.0,1011.45,212.5,2.0,1.0,2.0,1,1,1,6,1,0, Frente, cobertas e soltas ,2,1,0,1,0,1,1,0,1,0,1,4,0
1088,605940,valparaíso,110000.0,189.88,42.34,1.0,,1.0,1,0,1,16,0,0, Frente, estacionamento rotativo  ,4,0,0,0,0,1,0,0,0,0,0,2,0
504,276593,santa terezinha,465000.0,368.42,84.0,1.0,1.0,2.0,1,0,1,36,1,1, Frente, coberta / livre ,4,1,0,1,0,0,1,0,1,1,1,3,0
1309,652252,praia de itaparica,274900.0,845.0,65.87,1.0,1.0,2.0,1,0,1,130,1,1, Frente, privativa e coberta - nº 06 e 06 a pilotis ,10,0,1,1,0,1,1,1,1,1,1,2,1
1191,652261,fátima,199000.0,958.8,70.0,2.0,1.0,1.0,0,0,1,160,1,0, Frente, livre descoberta ,4,0,0,0,1,1,0,0,0,0,1,3,0
1065,419239,barro vermelho,3500000.0,2250.0,348.0,1.0,4.0,4.0,1,1,4,30,3,1, Frente, privativa/coberta ,2,1,1,1,1,1,1,1,1,1,1,4,1
309,134083,enseada do suá,365000.0,491.48,65.0,1.0,1.0,2.0,1,0,1,48,1,1, Lateral, soltas/ cobertas ,4,1,0,1,0,1,1,0,1,0,1,2,1
202,553948,santa lúcia,315000.0,335.0,47.0,1.0,0.0,1.0,1,0,1,54,1,0, Frente, privativa ,6,0,0,1,0,0,1,0,1,0,1,1,1
1034,425326,praia do canto,2200000.0,2300.0,420.0,3.0,4.0,3.0,1,1,2,10,3,1, Frente, privativa/cobertas ,1,1,0,1,0,1,1,1,0,0,1,4,1
49,503184,bento ferreira,229000.0,358.0,48.0,1.0,0.0,1.0,0,0,1,66,1,1, Frente, ,6,1,0,0,0,0,1,0,0,1,1,1,0
226,652393,santa lúcia,320000.0,282.0,120.0,2.0,1.0,1.0,1,0,1,9,1,0, Lateral, solidária com vizinho ,3,1,0,0,0,0,0,0,1,0,1,3,0
247,646238,jardim camburi,330000.0,435.22,56.0,1.0,,1.0,1,0,1,108,0,1, Fundo, coberta - privativa e livre ,6,1,1,1,0,1,1,1,1,1,1,1,1
632,275996,bento ferreira,570000.0,677.0,90.0,2.0,1.0,2.0,1,0,1,30,1,1, Fundo," privativas, cobertas e livres ",3,1,1,1,0,1,1,0,1,1,1,3,1
1257,656398,coqueiral de itaparica,130000.0,321.66,52.0,1.0,,0.0,1,0,1,8,0,0, Lateral, ,2,0,1,0,0,1,0,0,0,0,0,2,1
572,478917,enseada do suá,520000.0,589.0,90.0,1.0,1.0,2.0,1,0,1,276,2,1, Frente, privativa / solidarias e descobertas ,6,1,1,1,1,1,1,1,1,1,1,3,1
1492,631702,praia da costa,850000.0,1914.48,191.71,2.0,2.0,2.0,0,1,1,72,2,1, Fundo," cobertas, solidárias, subsolo número 30 e 30a ",4,0,1,0,1,0,1,1,1,0,1,4,0
101,68358,jardim camburi,260000.0,430.0,60.0,1.0,,1.0,0,0,1,80,1,0, Frente, privativa ,8,1,0,0,0,1,1,0,0,0,1,2,1
763,582062,santa lúcia,695000.0,825.6,184.0,3.0,1.0,2.0,1,1,1,84,1,1, Frente," privativa, coberta e cabe 2 carros (1 na escritura) ",6,0,1,1,1,1,1,1,1,1,1,4,1
511,346771,santa terezinha,470000.0,455.3,72.93,1.0,1.0,2.0,1,0,1,36,1,1, Frente, privativa / solidária ,4,0,0,1,0,1,1,0,1,1,1,3,0
952,639436,barro vermelho,1200000.0,712.64,150.0,2.0,2.0,2.0,1,0,1,64,1,1, Frente, ,4,0,1,1,0,1,1,0,1,1,1,4,1
1190,646389,praia da baleia,199000.0,300.0,63.0,2.0,1.0,1.0,1,0,1,16,1,1, Fundo, descoberta ,4,0,1,1,1,1,1,1,0,0,1,2,1
203,584415,bento ferreira,315000.0,375.0,60.0,1.0,,1.0,1,0,1,90,1,1, Lateral, coberta ,6,1,0,0,0,1,1,0,1,1,1,2,0
71,401445,santa terezinha,250000.0,425.0,52.0,1.0,0.0,1.0,1,0,1,54,1,0, Lateral," privativa, coberta e livre ",6,0,0,1,0,1,1,0,1,0,1,2,1
740,120062,praia do canto,680000.0,916.0,115.0,1.0,1.0,1.0,1,1,1,22,2,0, Frente, livre e coberta ,2,0,0,1,0,1,1,0,1,0,1,3,1
210,466747,jardim da penha,315000.0,314.99,85.0,1.0,1.0,1.0,1,0,1,12,0,0, Frente," privativa, livre e coberta ",4,1,0,0,0,0,0,0,1,0,0,2,0
779,622227,praia do canto,710000.0,889.61,128.0,3.0,1.0,1.0,0,1,2,44,1,1, Fundo, livre ,4,0,0,0,0,1,1,0,1,1,1,3,1
1466,600196,praia da costa,750000.0,1316.0,120.0,1.0,1.0,2.0,0,1,1,64,1,1, Frente, solta e coberta ,4,1,0,1,0,1,1,1,1,1,1,3,1
713,588258,jardim da penha,650000.0,956.56,140.0,1.0,1.0,2.0,1,0,1,20,1,0, Frente, nº 9 e 9a solidária e coberta ,4,0,0,0,0,0,1,0,1,1,1,4,1
1497,544546,praia de itaparica,949500.0,650.0,180.0,1.0,2.0,3.0,1,1,2,56,2,1, Frente, privadas/cobertas/soltas ,4,1,1,1,1,1,1,1,1,1,1,4,1
847,80058,jardim camburi,834900.0,820.0,140.0,1.0,1.0,2.0,1,0,1,8,1,1, Frente, solidaria / coberta ,1,1,0,0,0,0,1,0,1,0,1,4,0
761,605710,mata da praia,692000.0,521.35,148.0,2.0,2.0,2.0,1,1,1,14,2,0, Fundo, cobertas ,4,0,0,1,0,1,1,0,1,0,1,4,0
1203,633279,fátima,215000.0,518.6,68.0,2.0,1.0,1.0,1,0,1,16,1,0, Frente, estacionamento ,4,0,1,0,1,1,0,0,0,0,1,3,1
574,368470,jardim da penha,520000.0,516.5,80.0,3.0,1.0,2.0,1,0,1,40,0,1, Frente, privativas e cobertas ,8,0,0,1,0,1,1,0,1,0,0,3,1
820,643179,jardim da penha,780000.0,990.0,170.0,4.0,2.0,2.0,1,1,1,12,1,0, Frente," privativas, solidárias e cobertas ",4,1,0,0,0,1,1,0,1,0,1,4,0
328,666525,bento ferreira,370000.0,563.23,61.0,1.0,,2.0,1,0,1,66,1,1, Frente," cobertas, privativas e livres ",6,1,0,1,0,0,1,0,1,1,1,2,1
1403,643348,praia da costa,460000.0,606.7,126.0,1.0,1.0,2.0,0,1,1,40,1,1, Lateral," livre, coberta. ",4,1,1,1,0,0,1,1,0,1,1,3,1
1018,650645,mata da praia,1700000.0,954.8,160.0,4.0,3.0,2.0,1,1,2,52,0,1, Frente, solidária e cobertas. ,4,1,0,0,0,1,1,1,1,1,1,4,1
195,270206,praia do canto,300000.0,670.54,96.0,2.0,,0.0,1,0,1,30,0,0, Frente, ,6,1,0,0,0,1,1,0,1,0,0,3,1
667,623397,jardim da penha,600000.0,326.0,70.0,1.0,1.0,2.0,0,0,2,48,1,0, Fundo, privativa / livre / coberta  ,8,0,0,0,0,0,0,0,0,0,0,2,0
316,579546,barro vermelho,370000.0,400.0,100.0,1.0,0.0,1.0,1,1,1,48,0,0, Fundo, livre e coberta ,4,0,1,1,1,1,1,0,1,0,1,3,1
25,601626,praia do canto,205000.0,813.0,76.0,2.0,1.0,0.0,1,0,2,12,1,0, Lateral, ,4,0,0,0,0,0,0,0,1,0,0,2,1
489,653726,praia do canto,450000.0,535.29,106.0,2.0,1.0,1.0,1,0,1,102,1,1, Frente, privativa coberta ,6,1,1,1,1,0,1,0,1,1,0,3,1
1122,603139,jardim limoeiro,132000.0,230.9,48.33,1.0,,1.0,1,0,1,192,1,1, Fundo," livre, solidária. ",8,0,1,1,1,1,1,1,0,1,1,2,1
1030,602916,barro vermelho,2100000.0,1199.0,217.0,1.0,2.0,3.0,1,1,1,42,2,1, Frente, 1 livre e 2 solidárias todas cobertas ,3,1,1,1,1,1,1,1,1,1,1,4,1
14,666359,jardim camburi,189000.0,368.75,45.0,1.0,,1.0,1,0,1,36,0,0, Fundo, coberta solta ,12,0,0,1,0,1,0,0,1,0,0,1,0
921,623257,jardim da penha,1000000.0,781.97,130.0,3.0,2.0,2.0,1,0,1,10,1,0, Frente," cobertas, privativas e livres ",2,0,0,1,0,1,1,0,0,0,1,4,0
508,588137,praia do canto,470000.0,538.52,115.0,2.0,0.0,0.0,0,1,1,28,0,0, Frente, sem vaga de garagem ,4,0,0,1,0,0,1,0,1,0,0,3,0
1248,567027,hélio ferraz,340000.0,378.0,79.0,1.0,1.0,1.0,1,0,1,20,1,1, Fundo, ,4,1,1,1,1,1,1,1,1,1,1,3,1
615,653635,jardim da penha,550000.0,701.0,78.0,1.0,2.0,2.0,1,0,1,20,2,0, Frente, privativa ,4,0,0,1,0,1,1,0,1,0,1,2,1
780,643545,barro vermelho,710000.0,637.8,94.37,2.0,1.0,2.0,1,0,1,36,1,1, Lateral," privativas, cobertas e solidárias ",3,1,1,1,0,1,1,1,1,1,0,3,1
680,545473,santa terezinha,620000.0,495.1,86.0,2.0,1.0,2.0,1,0,1,64,1,1, Frente, privativas ,8,1,1,1,0,0,1,1,1,1,1,3,1
352,363230,jardim camburi,385000.0,422.71,97.0,2.0,1.0,1.0,0,0,1,8,1,0, Frente, ,2,0,0,1,0,0,1,0,0,0,0,3,0
178,502522,centro,298000.0,747.03,180.0,2.0,1.0,1.0,1,1,1,28,0,0, Frente, privativa ,2,0,0,0,0,0,1,0,0,0,0,3,1
189,581811,jardim da penha,300000.0,285.0,60.0,1.0,,1.0,1,0,1,0,0,0, Frente, privativa ,0,1,0,0,0,0,0,0,0,0,0,2,0
1128,570495,jardim limoeiro,140000.0,215.94,48.0,1.0,0.0,1.0,1,0,1,132,1,1, Frente, privativa descoberta ,11,0,1,1,1,1,1,1,1,0,1,2,1
168,426663,jardim da penha,290000.0,406.41,60.0,2.0,,1.0,1,1,1,48,0,0, Frente, livre e coberta ,2,0,0,0,0,0,0,0,1,0,0,2,0
1046,482694,jardim camburi,2498200.0,1298.0,241.3,1.0,4.0,3.0,1,1,1,60,1,1, Frente, 2 livres e 1 solta ,3,1,1,1,0,1,1,1,1,0,1,4,1
778,619859,mata da praia,706432.43,0.0,119.46,1.0,2.0,2.0,0,0,1,78,1,1, Frente, coberta ,6,1,1,0,0,1,1,1,1,1,1,3,0
1510,633664,praia de itaparica,1100000.0,800.0,246.59,2.0,2.0,4.0,1,1,2,78,2,1, Frente, no andar pelotis ,6,1,0,1,0,1,1,1,1,1,1,3,1
665,570115,jardim da penha,600000.0,643.48,65.0,1.0,1.0,1.0,1,0,1,50,1,1, Lateral," privativa, coberta, solta. ",10,1,0,1,0,0,1,0,1,0,1,2,1
27,630208,centro,205000.0,271.71,97.0,1.0,,0.0,1,0,1,18,4,0, Frente, ,3,1,0,0,0,0,1,0,0,0,0,3,0
1231,509800,jardim atlântico,260000.0,327.0,98.0,1.0,1.0,2.0,0,1,1,16,1,0, Frente, privativa ,4,0,0,0,0,0,0,0,0,0,0,3,0
523,564315,praia do canto,480000.0,360.0,62.0,1.0,1.0,2.0,1,0,1,70,1,1, Frente, solidaria ,7,0,0,0,0,0,1,0,1,1,1,2,1
289,519876,praia de santa helena,355000.0,700.0,64.38,2.0,1.0,1.0,1,0,1,104,1,1, Frente, privativa/coberta ,8,1,0,1,0,1,1,1,1,1,1,1,1
959,533483,praia de santa helena,1250000.0,1431.91,190.0,4.0,2.0,3.0,1,1,1,24,1,1, Frente, privativa e coberta ,2,1,1,1,0,1,1,0,1,1,1,4,1
1170,598444,morada de laranjeiras,170000.0,347.0,56.0,2.0,1.0,1.0,1,0,1,48,1,1, Frente, privativa ,4,0,0,1,0,1,1,0,1,0,1,2,1
1519,533099,praia de itaparica,1580000.0,0.0,242.0,4.0,2.0,3.0,1,1,1,56,2,1, Frente, cobertas ,4,1,1,0,1,1,1,1,1,1,1,4,1
410,575101,jardim da penha,415000.0,577.2,76.0,1.0,1.0,1.0,1,0,1,30,1,1, Lateral," privativa, cobt. e livre ",6,0,0,1,0,0,1,0,1,0,1,2,1
128,640281,santa cecília,270000.0,330.0,61.19,1.0,1.0,1.0,1,0,1,40,1,1, Frente, vaga nº 14 - pilotis descoberta ,4,1,1,0,0,1,1,0,1,1,1,2,1
541,605267,jardim da penha,490000.0,238.75,130.0,1.0,1.0,2.0,1,0,1,12,0,0, Fundo," privativa, solidária e coberta ",4,0,0,0,0,0,0,0,0,0,0,3,0
156,641399,jardim camburi,289000.0,312.0,45.46,1.0,0.0,1.0,1,0,1,160,1,1, Fundo, estacionamento rotativo ,20,1,0,1,0,0,1,1,1,0,1,2,1
839,576495,praia do canto,820000.0,971.84,125.0,1.0,1.0,2.0,1,1,2,16,1,1, Fundo, livres ,2,0,0,1,0,1,1,0,1,0,1,3,0
663,339156,jardim da penha,595000.0,235.0,106.0,1.0,1.0,1.0,1,0,1,10,1,0, Frente, livre e coberta ,2,0,0,0,0,0,1,0,1,0,0,3,0
1343,657089,praia de itaparica,340000.0,390.0,65.0,2.0,1.0,2.0,1,0,1,60,1,1, Frente, vagas livres e cobertas no térreo ,6,1,0,1,0,1,1,0,0,1,1,2,1
386,633823,bento ferreira,399000.0,575.0,67.79,1.0,1.0,1.0,1,0,1,42,1,1, Fundo, coberta e livre ,4,1,1,1,0,1,1,1,1,0,1,2,1
1432,656128,praia da costa,590000.0,488.44,84.34,1.0,1.0,2.0,1,0,1,20,1,1, Frente, subsolo - nº 6/ 6 a ,2,1,0,1,0,0,1,0,1,1,0,3,1
987,613340,mata da praia,1430405.39,0.0,158.13,1.0,3.0,3.0,0,0,1,52,1,1, Frente, ,4,1,1,0,1,1,1,1,1,1,1,4,0
1163,660938,são diogo,160000.0,264.03,50.16,1.0,,1.0,1,0,1,60,1,0, Frente, privativa descoberta  ,6,0,1,0,0,1,1,0,1,0,1,2,0
1145,481636,jardim atlântico,149000.0,258.5,51.8,1.0,1.0,1.0,0,0,1,0,1,1, Frente, privativa coberta ,0,1,1,1,1,1,1,0,0,1,1,2,1
425,652156,morada de camburi,420000.0,45.24,60.0,1.0,1.0,1.0,1,0,1,28,1,1, Frente, privativa e coberta ,4,1,1,1,0,1,1,1,1,1,1,2,1
870,538488,praia de santa helena,890000.0,490.0,108.0,1.0,3.0,2.0,1,1,1,96,1,1, Lateral," livres, solidarias e cobertas ",4,0,1,1,1,1,1,0,1,1,1,3,1
795,650633,bento ferreira,739400.0,1183.48,184.85,1.0,1.0,2.0,1,0,1,32,1,1, Fundo, coberta ,4,0,0,1,0,0,1,1,1,1,1,2,1
467,607486,praia do canto,450000.0,379.0,103.0,3.0,1.0,1.0,1,1,1,6,0,0, Frente, livre e coberta ,2,1,0,0,0,0,0,0,0,0,0,2,0
163,616703,praia do canto,290000.0,571.15,80.0,3.0,1.0,1.0,1,1,1,32,0,0, Frente, privativa ,4,1,0,0,0,1,1,0,1,0,1,2,1
954,655828,jardim da penha,1200000.0,1198.13,178.0,5.0,2.0,4.0,1,1,2,32,1,1, Frente," sensacionais! todas paralelas e cobertas, demarcadas no ss ",6,1,0,1,0,1,1,0,1,0,1,4,1
91,623603,jardim camburi,258000.0,265.41,50.0,1.0,,1.0,1,0,1,12,0,0, Fundo, privativa / livre / coberta ,4,1,0,0,0,0,0,0,0,0,0,2,0
1502,598073,praia de itaparica,990000.0,2151.76,200.0,1.0,1.0,2.0,0,1,1,48,1,1, Frente, presas ,3,1,1,1,1,1,1,1,1,1,1,3,1
760,171285,praia do canto,690000.0,735.23,105.0,3.0,1.0,2.0,1,1,1,64,1,1, Fundo, livres ,4,0,1,1,0,1,1,1,1,1,1,3,1
364,624431,praia do canto,390000.0,1210.0,55.0,2.0,1.0,1.0,1,0,1,84,1,0, Frente, livre e coberta ,6,1,0,1,0,1,1,0,1,0,1,1,1
974,63526,praia do canto,1350000.0,1772.7,230.0,4.0,2.0,3.0,1,1,2,22,5,1, Frente, livre ,2,1,1,1,0,1,1,0,1,1,1,4,1
1106,631869,praia de bicanga,125000.0,178.33,43.0,1.0,0.0,1.0,1,0,1,0,0,1, Lateral, livres ,0,0,1,0,0,1,0,0,0,0,1,2,1
1385,648466,praia de itaparica,410000.0,1124.0,91.0,1.0,1.0,2.0,1,0,1,72,2,1, Fundo, privativa e coberta ,4,1,1,1,0,1,1,1,1,1,1,3,1
1410,650456,praia da costa,495000.0,1014.35,98.0,1.0,1.0,1.0,1,0,1,54,1,1, Frente, privativa e coberta ,6,1,1,1,0,1,1,0,1,1,1,3,1
1251,646055,hélio ferraz,370000.0,390.0,78.0,2.0,1.0,2.0,1,0,1,20,1,1, Fundo, soltas ,4,0,1,0,1,1,1,0,1,1,1,3,1
792,649930,praia do canto,735000.0,491.48,95.0,2.0,1.0,2.0,1,1,1,48,1,1, Fundo," privativas, cobertas e solidárias ",4,0,1,1,0,1,0,0,1,1,1,3,1
560,652897,bento ferreira,500000.0,880.0,80.0,1.0,1.0,2.0,1,0,1,40,1,1, Frente, privativa solidaria ,4,1,0,1,0,0,1,1,0,1,1,2,0
1384,631158,praia de itaparica,410000.0,426.35,92.0,2.0,1.0,1.0,0,1,1,44,1,0, Frente, uma vaga solta para 2 carros ,4,0,0,1,0,0,1,0,0,0,1,2,1
1055,431528,enseada do suá,2900000.0,1400.0,243.0,1.0,4.0,4.0,1,1,2,0,4,1, Frente, 2 livres e 2 solidárias cobertas ,0,1,1,1,1,1,1,1,1,1,1,4,1
371,372971,barro vermelho,395000.0,403.62,70.0,2.0,1.0,1.0,1,0,0,0,1,0, Fundo," privativa, livre e descoberta ",0,0,0,1,0,0,1,0,1,0,1,2,0
1449,666003,itapuã,680000.0,631.0,148.48,1.0,1.0,2.0,1,0,1,66,1,1, Lateral, privativa e coberta - nº 10 e 11 ,6,1,1,1,0,1,1,0,1,0,1,3,1
1461,650709,praia da costa,729000.0,500.0,108.36,1.0,1.0,2.0,1,1,1,48,1,1, Frente, privativa e coberta - nº 18 e 19 subsolo ,4,1,0,1,0,1,1,0,1,1,1,3,1
1464,647530,praia da costa,739000.0,1971.13,107.0,1.0,1.0,2.0,1,1,1,64,1,1, Frente, coletiva e descoberta - nº 34 e 35 ,4,0,1,1,0,1,1,1,1,1,1,3,1
1262,665091,residencial coqueiral,150000.0,0.0,50.0,,,0.0,0,0,0,0,0,0, Frente, ,0,0,0,0,0,0,0,0,0,0,0,1,0
581,630708,mata da praia,530000.0,709.26,134.83,2.0,1.0,1.0,1,1,1,20,1,1, Fundo, ,4,0,0,0,0,1,1,0,1,0,1,3,1
1027,533204,praia do canto,2000000.0,1920.0,188.0,5.0,4.0,3.0,1,1,1,16,2,1, Frente, livres e demarcadas ,1,1,1,1,1,1,1,1,1,1,1,4,1
1386,539144,praia da costa,410059.8,530.0,95.0,2.0,1.0,1.0,1,1,1,28,1,0, Lateral, livre: t10 ,4,1,0,1,0,0,1,0,1,0,1,3,1
1307,539401,itapuã,272599.0,335.0,58.9,2.0,1.0,1.0,1,0,1,104,2,1, Frente, definida: p42 ,8,1,1,1,0,1,1,1,1,1,1,2,1
411,573756,bento ferreira,420000.0,410.19,120.0,1.0,1.0,2.0,1,1,2,16,0,0, Frente, privativa / coberta ,4,1,0,0,0,0,0,0,0,0,0,3,0
1503,88885,praia de itaparica,995000.0,765.0,180.0,3.0,2.0,3.0,1,1,1,152,1,1, Lateral," livre, privativa e coberta. ",4,1,1,1,1,0,1,1,1,1,1,4,1
